state,district,month,total_enroll,total_updates,service_load,next_month_service_load
Punjab,S A S Nagar Mohali,2025-04,280,1061,1341,282
Punjab,S A S Nagar Mohali,2025-06,282,0,282,423
Punjab,S A S Nagar Mohali,2025-07,423,0,423,9976
Punjab,S A S Nagar Mohali,2025-09,1265,8711,9976,5997
Punjab,S A S Nagar Mohali,2025-10,629,5368,5997,10447
Punjab,S A S Nagar Mohali,2025-11,1096,9351,10447,3327
Punjab,Sangrur,2025-04,166,1315,1481,11902
Punjab,Sangrur,2025-09,1034,10868,11902,7182
Punjab,Sangrur,2025-10,406,6776,7182,10844
Punjab,Sangrur,2025-11,718,10126,10844,2409
Punjab,Shaheed Bhagat Singh Nagar,2025-09,452,2068,2520,1388
Punjab,Shaheed Bhagat Singh Nagar,2025-10,208,1180,1388,2557
Punjab,Shaheed Bhagat Singh Nagar,2025-11,471,2086,2557,655
Punjab,Sri Muktsar Sahib,2025-09,832,7070,7902,4508
Punjab,Sri Muktsar Sahib,2025-10,282,4226,4508,5944
Punjab,Sri Muktsar Sahib,2025-11,575,5369,5944,1607
Punjab,Tarn Taran,2025-07,386,2178,2564,11041
Punjab,Tarn Taran,2025-09,1111,9930,11041,5711
Punjab,Tarn Taran,2025-10,602,5109,5711,7102
Punjab,Tarn Taran,2025-11,984,6118,7102,1548
Rajasthan,Ajmer,2025-04,1239,6830,8069,4224
Rajasthan,Ajmer,2025-07,932,3292,4224,39618
Rajasthan,Ajmer,2025-09,4614,35004,39618,12902
Rajasthan,Ajmer,2025-10,1775,11127,12902,26181
Rajasthan,Ajmer,2025-11,3520,22661,26181,10371
Rajasthan,Alwar,2025-04,1032,6952,7984,6097
Rajasthan,Alwar,2025-05,799,5298,6097,3751
Rajasthan,Alwar,2025-06,923,2828,3751,9042
Rajasthan,Alwar,2025-07,2757,6285,9042,67843
Rajasthan,Alwar,2025-09,8673,59170,67843,22265
Rajasthan,Alwar,2025-10,3672,18593,22265,40143
Rajasthan,Alwar,2025-11,5724,34419,40143,17213
Rajasthan,Banswara,2025-09,3723,31097,34820,8838
Rajasthan,Banswara,2025-10,1093,7745,8838,26619
Rajasthan,Banswara,2025-11,2532,24087,26619,6566
Rajasthan,Baran,2025-04,464,3249,3713,1733
Rajasthan,Baran,2025-07,437,1296,1733,27546
Rajasthan,Baran,2025-09,2587,24959,27546,5134
Rajasthan,Baran,2025-10,727,4407,5134,16077
Rajasthan,Baran,2025-11,1817,14260,16077,6470
Rajasthan,Barmer,2025-06,953,2151,3104,55908
Rajasthan,Barmer,2025-09,7443,48465,55908,15246
Rajasthan,Barmer,2025-10,2468,12778,15246,32073
Rajasthan,Barmer,2025-11,4483,27590,32073,13230
Rajasthan,Bharatpur,2025-04,287,501,788,8835
Rajasthan,Bharatpur,2025-07,1998,6837,8835,45603
Rajasthan,Bharatpur,2025-09,7347,38256,45603,14763
Rajasthan,Bharatpur,2025-10,2726,12037,14763,29302
Rajasthan,Bharatpur,2025-11,4657,24645,29302,11636
Rajasthan,Bhilwara,2025-06,567,1649,2216,2126
Rajasthan,Bhilwara,2025-07,831,1295,2126,35495
Rajasthan,Bhilwara,2025-09,4767,30728,35495,11960
Rajasthan,Bhilwara,2025-10,1659,10301,11960,28483
Rajasthan,Bhilwara,2025-11,3068,25415,28483,12152
Rajasthan,Bikaner,2025-04,1658,11716,13374,5390
Rajasthan,Bikaner,2025-05,605,4785,5390,8437
Rajasthan,Bikaner,2025-06,1293,7144,8437,9878
Rajasthan,Bikaner,2025-07,1245,8633,9878,34900
Rajasthan,Bikaner,2025-09,4636,30264,34900,10561
Rajasthan,Bikaner,2025-10,1653,8908,10561,21123
Rajasthan,Bikaner,2025-11,2624,18499,21123,9212
Rajasthan,Bundi,2025-04,465,1546,2011,666
Rajasthan,Bundi,2025-07,223,443,666,18260
Rajasthan,Bundi,2025-09,1883,16377,18260,3914
Rajasthan,Bundi,2025-10,633,3281,3914,9690
Rajasthan,Bundi,2025-11,1264,8426,9690,5650
Rajasthan,Chittorgarh,2025-07,1576,2503,4079,21071
Rajasthan,Chittorgarh,2025-09,2509,18562,21071,3889
Rajasthan,Chittorgarh,2025-10,610,3279,3889,10438
Rajasthan,Chittorgarh,2025-11,1375,9063,10438,4105
Rajasthan,Churu,2025-04,469,2904,3373,1893
Rajasthan,Churu,2025-06,535,1358,1893,8473
Rajasthan,Churu,2025-07,2150,6323,8473,33222
Rajasthan,Churu,2025-09,4324,28898,33222,10956
Rajasthan,Churu,2025-10,1793,9163,10956,22481
Rajasthan,Churu,2025-11,2963,19518,22481,9192
Rajasthan,Dausa,2025-09,2806,25916,28722,7667
Rajasthan,Dausa,2025-10,1144,6523,7667,18314
Rajasthan,Dausa,2025-11,2182,16132,18314,5710
Rajasthan,Deeg,2025-09,2,1,3,5
Rajasthan,Deeg,2025-10,5,0,5,40
Rajasthan,Deeg,2025-11,32,8,40,33
Rajasthan,Dholpur,2025-04,1745,7057,8802,2281
Rajasthan,Dholpur,2025-07,727,1554,2281,26668
Rajasthan,Dholpur,2025-09,3203,23465,26668,8220
Rajasthan,Dholpur,2025-10,1200,7020,8220,14731
Rajasthan,Dholpur,2025-11,2117,12614,14731,5276
Rajasthan,Dungarpur,2025-04,162,699,861,28858
Rajasthan,Dungarpur,2025-09,3094,25764,28858,7302
Rajasthan,Dungarpur,2025-10,1077,6225,7302,18008
Rajasthan,Dungarpur,2025-11,1916,16092,18008,5976
Rajasthan,Ganganagar,2025-09,2339,23000,25339,7403
Rajasthan,Ganganagar,2025-10,851,6552,7403,14130
Rajasthan,Ganganagar,2025-11,1479,12651,14130,7825
Rajasthan,Hanumangarh,2025-07,751,2136,2887,22184
Rajasthan,Hanumangarh,2025-09,2010,20174,22184,7256
Rajasthan,Hanumangarh,2025-10,819,6437,7256,13499
Rajasthan,Hanumangarh,2025-11,1235,12264,13499,7148
Rajasthan,Jaipur,2025-04,4614,27901,32515,815
Rajasthan,Jaipur,2025-05,200,615,815,30523
Rajasthan,Jaipur,2025-07,4627,25896,30523,86496
Rajasthan,Jaipur,2025-09,10459,76037,86496,30799
Rajasthan,Jaipur,2025-10,4095,26704,30799,75167
Rajasthan,Jaipur,2025-11,8627,66540,75167,31153
Rajasthan,Jaisalmer,2025-06,134,241,375,11184
Rajasthan,Jaisalmer,2025-09,1454,9730,11184,3114
Rajasthan,Jaisalmer,2025-10,506,2608,3114,5973
Rajasthan,Jaisalmer,2025-11,778,5195,5973,3218
Rajasthan,Jalor,2025-04,1982,6283,8265,490
Rajasthan,Jalor,2025-07,490,0,490,31144
Rajasthan,Jalor,2025-09,5621,25523,31144,10087
Rajasthan,Jalor,2025-10,1988,8099,10087,21142
Rajasthan,Jalor,2025-11,3833,17309,21142,8728
Rajasthan,Jhalawar,2025-04,173,1143,1316,32257
Rajasthan,Jhalawar,2025-09,3449,28808,32257,6762
Rajasthan,Jhalawar,2025-10,994,5768,6762,16845
Rajasthan,Jhalawar,2025-11,2168,14677,16845,5682
Rajasthan,Jhunjhunu,2025-09,3726,24084,27810,9185
Rajasthan,Jhunjhunu,2025-10,1604,7581,9185,16186
Rajasthan,Jhunjhunu,2025-11,2347,13839,16186,7841
Rajasthan,Jodhpur,2025-04,2276,10891,13167,3364
Rajasthan,Jodhpur,2025-05,800,2564,3364,6400
Rajasthan,Jodhpur,2025-06,751,5649,6400,9058
Rajasthan,Jodhpur,2025-07,2616,6442,9058,58607
Rajasthan,Jodhpur,2025-09,7111,51496,58607,16518
Rajasthan,Jodhpur,2025-10,2529,13989,16518,34581
Rajasthan,Jodhpur,2025-11,5175,29406,34581,17270
Rajasthan,Karauli,2025-04,465,1081,1546,2916
Rajasthan,Karauli,2025-07,946,1970,2916,23628
Rajasthan,Karauli,2025-09,3112,20516,23628,7322
Rajasthan,Karauli,2025-10,1224,6098,7322,15607
Rajasthan,Karauli,2025-11,2538,13069,15607,5920
Rajasthan,Kota,2025-04,68,236,304,24520
Rajasthan,Kota,2025-09,3101,21419,24520,7207
Rajasthan,Kota,2025-10,1273,5934,7207,19280
Rajasthan,Kota,2025-11,2864,16416,19280,7616
Rajasthan,Nagaur,2025-04,873,5800,6673,3950
Rajasthan,Nagaur,2025-06,927,3023,3950,5794
Rajasthan,Nagaur,2025-07,1551,4243,5794,50132
Rajasthan,Nagaur,2025-09,6771,43361,50132,14297
Rajasthan,Nagaur,2025-10,2282,12015,14297,32367
Rajasthan,Nagaur,2025-11,4277,28090,32367,13329
Rajasthan,Pali,2025-04,187,1450,1637,35134
Rajasthan,Pali,2025-09,4309,30825,35134,9259
Rajasthan,Pali,2025-10,1467,7792,9259,22756
Rajasthan,Pali,2025-11,2960,19796,22756,9226
Rajasthan,Pratapgarh,2025-09,1996,17812,19808,3508
Rajasthan,Pratapgarh,2025-10,517,2991,3508,9437
Rajasthan,Pratapgarh,2025-11,1151,8286,9437,3179
Rajasthan,Rajsamand,2025-09,2039,15686,17725,5736
Rajasthan,Rajsamand,2025-10,831,4905,5736,11264
Rajasthan,Rajsamand,2025-11,1526,9738,11264,4036
Rajasthan,Sawai Madhopur,2025-07,910,2122,3032,21261
Rajasthan,Sawai Madhopur,2025-09,2599,18662,21261,6874
Rajasthan,Sawai Madhopur,2025-10,1112,5762,6874,14984
Rajasthan,Sawai Madhopur,2025-11,1982,13002,14984,4883
Rajasthan,Sikar,2025-03,94,0,94,1639
Rajasthan,Sikar,2025-04,335,1304,1639,2647
Rajasthan,Sikar,2025-07,650,1997,2647,38979
Rajasthan,Sikar,2025-09,5188,33791,38979,10770
Rajasthan,Sikar,2025-10,1741,9029,10770,21454
Rajasthan,Sikar,2025-11,3034,18420,21454,9490
Rajasthan,Sirohi,2025-04,1100,8001,9101,2383
Rajasthan,Sirohi,2025-05,557,1826,2383,2194
Rajasthan,Sirohi,2025-06,533,1661,2194,8978
Rajasthan,Sirohi,2025-07,2717,6261,8978,18880
Rajasthan,Sirohi,2025-09,2774,16106,18880,5982
Rajasthan,Sirohi,2025-10,1074,4908,5982,15305
Rajasthan,Sirohi,2025-11,2166,13139,15305,4419
Rajasthan,Tonk,2025-07,1972,11464,13436,23090
Rajasthan,Tonk,2025-09,2305,20785,23090,5844
Rajasthan,Tonk,2025-10,831,5013,5844,15417
Rajasthan,Tonk,2025-11,1708,13709,15417,5636
Rajasthan,Udaipur,2025-04,132,440,572,3864
Rajasthan,Udaipur,2025-07,855,3009,3864,47586
Rajasthan,Udaipur,2025-09,5895,41691,47586,17014
Rajasthan,Udaipur,2025-10,2524,14490,17014,38584
Rajasthan,Udaipur,2025-11,4922,33662,38584,12242
Sikkim,East,2025-09,206,1193,1399,327
Sikkim,East,2025-10,76,251,327,568
Sikkim,East,2025-11,128,440,568,50
Sikkim,East Sikkim,2025-09,169,654,823,326
Sikkim,East Sikkim,2025-10,79,247,326,462
Sikkim,East Sikkim,2025-11,94,368,462,78
Sikkim,Mangan,2025-10,1,0,1,1
Sikkim,Mangan,2025-11,1,0,1,1
Sikkim,Namchi,2025-09,13,14,27,7
Sikkim,Namchi,2025-10,5,2,7,9
Sikkim,Namchi,2025-11,4,5,9,5
Sikkim,North,2025-09,19,37,56,37
Sikkim,North,2025-10,11,26,37,39
Sikkim,North,2025-11,13,26,39,4
Sikkim,North Sikkim,2025-09,21,56,77,92
Sikkim,North Sikkim,2025-10,20,72,92,138
Sikkim,North Sikkim,2025-11,27,111,138,3
Sikkim,South,2025-09,122,667,789,201
Sikkim,South,2025-10,36,165,201,332
Sikkim,South,2025-11,70,262,332,11
Sikkim,South Sikkim,2025-04,49,141,190,260
Sikkim,South Sikkim,2025-07,260,0,260,320
Sikkim,South Sikkim,2025-09,80,240,320,109
Sikkim,South Sikkim,2025-10,36,73,109,211
Sikkim,South Sikkim,2025-11,62,149,211,20
Sikkim,West,2025-09,105,774,879,270
Sikkim,West,2025-10,53,217,270,387
Sikkim,West,2025-11,67,320,387,27
Sikkim,West Sikkim,2025-04,127,228,355,310
Sikkim,West Sikkim,2025-07,171,139,310,545
Sikkim,West Sikkim,2025-09,109,436,545,189
Sikkim,West Sikkim,2025-10,49,140,189,267
Sikkim,West Sikkim,2025-11,60,207,267,19
Tamil Nadu,Ariyalur,2025-09,831,5663,6494,5024
Tamil Nadu,Ariyalur,2025-10,552,4472,5024,8876
Tamil Nadu,Ariyalur,2025-11,963,7913,8876,2383
Tamil Nadu,Chengalpattu,2025-07,226,101,327,1567
Tamil Nadu,Chengalpattu,2025-09,370,1197,1567,1187
Tamil Nadu,Chengalpattu,2025-10,202,985,1187,2467
Tamil Nadu,Chengalpattu,2025-11,365,2102,2467,943
Tamil Nadu,Chennai,2025-07,400,655,1055,35206
Tamil Nadu,Chennai,2025-09,3454,31752,35206,28340
Tamil Nadu,Chennai,2025-10,2097,26243,28340,50452
Tamil Nadu,Chennai,2025-11,3724,46728,50452,13511
Tamil Nadu,Coimbatore,2025-05,89,467,556,28265
Tamil Nadu,Coimbatore,2025-09,3301,24964,28265,19328
Tamil Nadu,Coimbatore,2025-10,2236,17092,19328,34051
Tamil Nadu,Coimbatore,2025-11,3243,30808,34051,10220
Tamil Nadu,Cuddalore,2025-05,141,568,709,22669
Tamil Nadu,Cuddalore,2025-09,3403,19266,22669,18656
Tamil Nadu,Cuddalore,2025-10,1713,16943,18656,33614
Tamil Nadu,Cuddalore,2025-11,3235,30379,33614,9782
Tamil Nadu,Dharmapuri,2025-09,1863,11276,13139,13071
Tamil Nadu,Dharmapuri,2025-10,1347,11724,13071,22174
Tamil Nadu,Dharmapuri,2025-11,2370,19804,22174,6729
Tamil Nadu,Dindigul,2025-09,2554,19447,22001,15155
Tamil Nadu,Dindigul,2025-10,1240,13915,15155,24711
Tamil Nadu,Dindigul,2025-11,2186,22525,24711,7130
Tamil Nadu,Erode,2025-09,2406,16978,19384,17582
Tamil Nadu,Erode,2025-10,1383,16199,17582,28389
Tamil Nadu,Erode,2025-11,2128,26261,28389,6079
Tamil Nadu,Kallakurichi,2025-06,243,0,243,772
Tamil Nadu,Kallakurichi,2025-09,260,512,772,746
Tamil Nadu,Kallakurichi,2025-10,194,552,746,1378
Tamil Nadu,Kallakurichi,2025-11,324,1054,1378,486
Tamil Nadu,Kanchipuram,2025-03,34,0,34,2061
Tamil Nadu,Kanchipuram,2025-04,328,1733,2061,351
Tamil Nadu,Kanchipuram,2025-06,351,0,351,33635
Tamil Nadu,Kanchipuram,2025-09,4743,28892,33635,25838
Tamil Nadu,Kanchipuram,2025-10,2779,23059,25838,49629
Tamil Nadu,Kanchipuram,2025-11,4529,45100,49629,13931
Tamil Nadu,Kanyakumari,2025-09,1715,9532,11247,7998
Tamil Nadu,Kanyakumari,2025-10,1055,6943,7998,9799
Tamil Nadu,Kanyakumari,2025-11,1381,8418,9799,2349
Tamil Nadu,Karur,2025-09,1779,8022,9801,6229
Tamil Nadu,Karur,2025-10,813,5416,6229,10517
Tamil Nadu,Karur,2025-11,1355,9162,10517,2896
Tamil Nadu,Krishnagiri,2025-09,1818,13344,15162,17675
Tamil Nadu,Krishnagiri,2025-10,1093,16582,17675,23023
Tamil Nadu,Krishnagiri,2025-11,1696,21327,23023,6797
Tamil Nadu,Madurai,2025-04,115,601,716,654
Tamil Nadu,Madurai,2025-06,88,566,654,29404
Tamil Nadu,Madurai,2025-09,4234,25170,29404,24120
Tamil Nadu,Madurai,2025-10,2076,22044,24120,40729
Tamil Nadu,Madurai,2025-11,3354,37375,40729,11888
Tamil Nadu,Mayiladuthurai,2025-09,210,241,451,241
Tamil Nadu,Mayiladuthurai,2025-10,106,135,241,472
Tamil Nadu,Mayiladuthurai,2025-11,147,325,472,162
Tamil Nadu,Nagapattinam,2025-09,1645,7106,8751,6477
Tamil Nadu,Nagapattinam,2025-10,878,5599,6477,10669
Tamil Nadu,Nagapattinam,2025-11,1393,9276,10669,2767
Tamil Nadu,Namakkal,2025-09,2229,11995,14224,11199
Tamil Nadu,Namakkal,2025-10,1076,10123,11199,19631
Tamil Nadu,Namakkal,2025-11,1601,18030,19631,5090
Tamil Nadu,Nilgiris,2025-09,633,2911,3544,2939
Tamil Nadu,Nilgiris,2025-10,441,2498,2939,4514
Tamil Nadu,Nilgiris,2025-11,607,3907,4514,1370
Tamil Nadu,Perambalur,2025-09,826,5378,6204,4987
Tamil Nadu,Perambalur,2025-10,515,4472,4987,8601
Tamil Nadu,Perambalur,2025-11,753,7848,8601,1693
Tamil Nadu,Pudukkottai,2025-05,190,977,1167,17411
Tamil Nadu,Pudukkottai,2025-09,2771,14640,17411,14819
Tamil Nadu,Pudukkottai,2025-10,1447,13372,14819,21114
Tamil Nadu,Pudukkottai,2025-11,2500,18614,21114,6490
Tamil Nadu,Ramanathapuram,2025-06,152,975,1127,9792
Tamil Nadu,Ramanathapuram,2025-09,1389,8403,9792,9674
Tamil Nadu,Ramanathapuram,2025-10,923,8751,9674,12911
Tamil Nadu,Ramanathapuram,2025-11,1490,11421,12911,3933
Tamil Nadu,Ranipet,2025-09,40,77,117,40
Tamil Nadu,Ranipet,2025-10,21,19,40,110
Tamil Nadu,Ranipet,2025-11,39,71,110,25
Tamil Nadu,Salem,2025-06,494,3007,3501,31173
Tamil Nadu,Salem,2025-09,3686,27487,31173,20928
Tamil Nadu,Salem,2025-10,2313,18615,20928,37183
Tamil Nadu,Salem,2025-11,3208,33975,37183,13037
Tamil Nadu,Sivaganga,2025-06,93,365,458,10838
Tamil Nadu,Sivaganga,2025-09,1623,9215,10838,8317
Tamil Nadu,Sivaganga,2025-10,982,7335,8317,15392
Tamil Nadu,Sivaganga,2025-11,1670,13722,15392,3705
Tamil Nadu,Tenkasi,2025-09,458,1076,1534,1405
Tamil Nadu,Tenkasi,2025-10,284,1121,1405,2219
Tamil Nadu,Tenkasi,2025-11,463,1756,2219,709
Tamil Nadu,Thanjavur,2025-04,56,436,492,19591
Tamil Nadu,Thanjavur,2025-09,2953,16638,19591,15101
Tamil Nadu,Thanjavur,2025-10,1621,13480,15101,22197
Tamil Nadu,Thanjavur,2025-11,2397,19800,22197,7409
Tamil Nadu,Theni,2025-09,1382,9914,11296,9151
Tamil Nadu,Theni,2025-10,909,8242,9151,13751
Tamil Nadu,Theni,2025-11,1220,12531,13751,4750
Tamil Nadu,Thiruvallur,2025-07,346,0,346,34791
Tamil Nadu,Thiruvallur,2025-09,4059,30732,34791,27597
Tamil Nadu,Thiruvallur,2025-10,2602,24995,27597,48630
Tamil Nadu,Thiruvallur,2025-11,4481,44149,48630,15257
Tamil Nadu,Thiruvarur,2025-09,1632,6992,8624,6252
Tamil Nadu,Thiruvarur,2025-10,778,5474,6252,11670
Tamil Nadu,Thiruvarur,2025-11,1564,10106,11670,4104
Tamil Nadu,Thoothukkudi,2025-09,1826,9922,11748,13644
Tamil Nadu,Thoothukkudi,2025-10,1414,12230,13644,19741
Tamil Nadu,Thoothukkudi,2025-11,1840,17901,19741,5383
Tamil Nadu,Tiruchirappalli,2025-09,4289,20312,24601,20172
Tamil Nadu,Tiruchirappalli,2025-10,2216,17956,20172,30066
Tamil Nadu,Tiruchirappalli,2025-11,3178,26888,30066,8372
Tamil Nadu,Tirunelveli,2025-09,3488,21488,24976,24769
Tamil Nadu,Tirunelveli,2025-10,2541,22228,24769,32678
Tamil Nadu,Tirunelveli,2025-11,3189,29489,32678,9475
Tamil Nadu,Tirupathur,2025-09,349,862,1211,976
Tamil Nadu,Tirupathur,2025-10,229,747,976,2244
Tamil Nadu,Tirupathur,2025-11,382,1862,2244,609
Tamil Nadu,Tiruppur,2025-09,2357,17890,20247,16445
Tamil Nadu,Tiruppur,2025-10,1424,15021,16445,25411
Tamil Nadu,Tiruppur,2025-11,2221,23190,25411,10975
Tamil Nadu,Tiruvannamalai,2025-09,2957,15143,18100,16328
Tamil Nadu,Tiruvannamalai,2025-10,1634,14694,16328,23141
Tamil Nadu,Tiruvannamalai,2025-11,2588,20553,23141,6630
Tamil Nadu,Vellore,2025-06,510,1869,2379,22596
Tamil Nadu,Vellore,2025-09,3308,19288,22596,19912
Tamil Nadu,Vellore,2025-10,2076,17836,19912,34714
Tamil Nadu,Vellore,2025-11,3405,31309,34714,8598
Tamil Nadu,Villupuram,2025-09,4041,16001,20042,22081
Tamil Nadu,Villupuram,2025-10,2481,19600,22081,38121
Tamil Nadu,Villupuram,2025-11,5729,32392,38121,8105
Tamil Nadu,Virudhunagar,2025-09,2079,11760,13839,15928
Tamil Nadu,Virudhunagar,2025-10,1185,14743,15928,25789
Tamil Nadu,Virudhunagar,2025-11,2046,23743,25789,5574
Telangana,Adilabad,2025-09,1349,11100,12449,12636
Telangana,Adilabad,2025-10,844,11792,12636,11167
Telangana,Adilabad,2025-11,934,10233,11167,3031
Telangana,Bhadradri Kothagudem,2025-07,639,608,1247,7565
Telangana,Bhadradri Kothagudem,2025-09,959,6606,7565,10226
Telangana,Bhadradri Kothagudem,2025-10,965,9261,10226,6994
Telangana,Bhadradri Kothagudem,2025-11,821,6173,6994,1728
Telangana,Hanumakonda,2025-09,387,3102,3489,2588
Telangana,Hanumakonda,2025-10,317,2271,2588,2322
Telangana,Hanumakonda,2025-11,346,1976,2322,643
Telangana,Hyderabad,2025-04,306,2992,3298,2759
Telangana,Hyderabad,2025-05,911,1848,2759,4907
Telangana,Hyderabad,2025-06,1218,3689,4907,41506
Telangana,Hyderabad,2025-07,9547,31959,41506,43541
Telangana,Hyderabad,2025-09,5458,38083,43541,41563
Telangana,Hyderabad,2025-10,4773,36790,41563,51302
Telangana,Hyderabad,2025-11,6229,45073,51302,20208
Telangana,Jagitial,2025-09,661,2895,3556,3235
Telangana,Jagitial,2025-10,467,2768,3235,2419
Telangana,Jagitial,2025-11,412,2007,2419,1575
Telangana,Jangaon,2025-09,31,74,105,138
Telangana,Jangaon,2025-10,35,103,138,51
Telangana,Jangaon,2025-11,18,33,51,17
Telangana,Jangoan,2025-09,448,3361,3809,2518
Telangana,Jangoan,2025-10,297,2221,2518,2414
Telangana,Jangoan,2025-11,274,2140,2414,517
Telangana,Jayashankar Bhupalpally,2025-09,316,2221,2537,2819
Telangana,Jayashankar Bhupalpally,2025-10,276,2543,2819,1982
Telangana,Jayashankar Bhupalpally,2025-11,263,1719,1982,607
Telangana,Jogulamba Gadwal,2025-09,679,3717,4396,5608
Telangana,Jogulamba Gadwal,2025-10,630,4978,5608,4623
Telangana,Jogulamba Gadwal,2025-11,593,4030,4623,1490
Telangana,K V Rangareddy,2025-04,212,790,1002,52754
Telangana,K V Rangareddy,2025-09,6302,46452,52754,52254
Telangana,K V Rangareddy,2025-10,5216,47038,52254,49628
Telangana,K V Rangareddy,2025-11,5683,43945,49628,18585
Telangana,Kamareddy,2025-09,809,3960,4769,5118
Telangana,Kamareddy,2025-10,593,4525,5118,4737
Telangana,Kamareddy,2025-11,692,4045,4737,1431
Telangana,Karimnagar,2025-09,2360,19323,21683,20860
Telangana,Karimnagar,2025-10,1888,18972,20860,16355
Telangana,Karimnagar,2025-11,1726,14629,16355,4763
Telangana,Khammam,2025-09,1734,11822,13556,13986
Telangana,Khammam,2025-10,1069,12917,13986,11797
Telangana,Khammam,2025-11,1193,10604,11797,2903
Telangana,Komaram Bheem,2025-09,515,4920,5435,5138
Telangana,Komaram Bheem,2025-10,307,4831,5138,4100
Telangana,Komaram Bheem,2025-11,315,3785,4100,1701
Telangana,Mahabubabad,2025-09,589,4168,4757,4814
Telangana,Mahabubabad,2025-10,488,4326,4814,4498
Telangana,Mahabubabad,2025-11,500,3998,4498,1033
Telangana,Mahabubnagar,2025-09,4589,30320,34909,36610
Telangana,Mahabubnagar,2025-10,3120,33490,36610,27056
Telangana,Mahabubnagar,2025-11,2920,24136,27056,7995
Telangana,Mancherial,2025-09,440,3564,4004,3749
Telangana,Mancherial,2025-10,310,3439,3749,3668
Telangana,Mancherial,2025-11,322,3346,3668,1598
Telangana,Medak,2025-09,3036,20476,23512,27398
Telangana,Medak,2025-10,2574,24824,27398,19572
Telangana,Medak,2025-11,2387,17185,19572,4613
Telangana,Medchal Malkajgiri,2025-04,116,363,479,298
Telangana,Medchal Malkajgiri,2025-06,298,0,298,406
Telangana,Medchal Malkajgiri,2025-07,406,0,406,13033
Telangana,Medchal Malkajgiri,2025-09,1505,11528,13033,13923
Telangana,Medchal Malkajgiri,2025-10,1506,12417,13923,12376
Telangana,Medchal Malkajgiri,2025-11,1585,10791,12376,4798
Telangana,Mulugu,2025-09,382,1794,2176,1766
Telangana,Mulugu,2025-10,286,1480,1766,1873
Telangana,Mulugu,2025-11,272,1601,1873,832
Telangana,Nagarkurnool,2025-09,635,3851,4486,4056
Telangana,Nagarkurnool,2025-10,357,3699,4056,2662
Telangana,Nagarkurnool,2025-11,386,2276,2662,953
Telangana,Nalgonda,2025-09,2732,21276,24008,26481
Telangana,Nalgonda,2025-10,2096,24385,26481,22794
Telangana,Nalgonda,2025-11,2120,20674,22794,5256
Telangana,Narayanpet,2025-09,547,3768,4315,2977
Telangana,Narayanpet,2025-10,375,2602,2977,2277
Telangana,Narayanpet,2025-11,364,1913,2277,1092
Telangana,Nirmal,2025-09,628,6718,7346,5179
Telangana,Nirmal,2025-10,344,4835,5179,6334
Telangana,Nirmal,2025-11,477,5857,6334,1590
Telangana,Nizamabad,2025-09,2751,17504,20255,21673
Telangana,Nizamabad,2025-10,2165,19508,21673,20323
Telangana,Nizamabad,2025-11,1975,18348,20323,6366
Telangana,Peddapalli,2025-09,241,1749,1990,1386
Telangana,Peddapalli,2025-10,158,1228,1386,1241
Telangana,Peddapalli,2025-11,186,1055,1241,460
Telangana,Rajanna Sircilla,2025-09,298,1828,2126,2385
Telangana,Rajanna Sircilla,2025-10,305,2080,2385,1968
Telangana,Rajanna Sircilla,2025-11,257,1711,1968,793
Telangana,Rangareddy,2025-09,104,798,902,678
Telangana,Rangareddy,2025-10,82,596,678,657
Telangana,Rangareddy,2025-11,94,563,657,353
Telangana,Sangareddy,2025-09,954,5171,6125,7028
Telangana,Sangareddy,2025-10,938,6090,7028,6004
Telangana,Sangareddy,2025-11,860,5144,6004,2050
Telangana,Siddipet,2025-09,691,6897,7588,7589
Telangana,Siddipet,2025-10,635,6954,7589,5614
Telangana,Siddipet,2025-11,672,4942,5614,1319
Telangana,Suryapet,2025-09,818,8419,9237,9997
Telangana,Suryapet,2025-10,681,9316,9997,7059
Telangana,Suryapet,2025-11,633,6426,7059,2073
Telangana,Vikarabad,2025-09,1050,11918,12968,10257
Telangana,Vikarabad,2025-10,799,9458,10257,10033
Telangana,Vikarabad,2025-11,900,9133,10033,2270
Telangana,Wanaparthy,2025-09,589,4484,5073,4925
Telangana,Wanaparthy,2025-10,508,4417,4925,5068
Telangana,Wanaparthy,2025-11,617,4451,5068,1358
Telangana,Warangal,2025-09,1206,9069,10275,10417
Telangana,Warangal,2025-10,917,9500,10417,8775
Telangana,Warangal,2025-11,896,7879,8775,1918
Telangana,Warangal Rural,2025-09,246,2724,2970,1887
Telangana,Warangal Rural,2025-10,230,1657,1887,2161
Telangana,Warangal Rural,2025-11,289,1872,2161,723
Telangana,Warangal Urban,2025-09,264,1470,1734,1423
Telangana,Warangal Urban,2025-10,197,1226,1423,1745
Telangana,Warangal Urban,2025-11,234,1511,1745,777
Telangana,Yadadri,2025-09,675,7510,8185,5003
Telangana,Yadadri,2025-10,409,4594,5003,4443
Telangana,Yadadri,2025-11,535,3908,4443,1823
Tripura,Dhalai,2025-06,167,1414,1581,3312
Tripura,Dhalai,2025-09,488,2824,3312,2726
Tripura,Dhalai,2025-10,232,2494,2726,3451
Tripura,Dhalai,2025-11,503,2948,3451,1660
Tripura,Gomati,2025-07,124,225,349,1145
Tripura,Gomati,2025-09,195,950,1145,773
Tripura,Gomati,2025-10,93,680,773,2328
Tripura,Gomati,2025-11,190,2138,2328,930
